Resume_str,Category,field,score,grade
"PROJECT COORDINATOR – CONSTRUCTION SIDE           Summary     Resourceful and accomplished Office Manager with extensive office operations and personnel organization expertise.Versatile Office manager capable of managing dynamic and cross-functional teams as well as projects. Over 10 years of progressive experience in business management and the legal arena.       Highlights          Interpersonal Skills:  Works Independently, Handles Pressure Well, Meets Deadlines, Proficient Managerial Skills,",CONSTRUCTION,other,44.0,1
"CONSTRUCTION AND DESIGN PROJECT MANAGER       Summary    Seasoned Design and Construction Project Manager with more than 13 years' experience in managing multimillion
projects in the US and abroad. Expertise in coordinating and overseeing all aspects of design and construction, from
conceptualization to completion, while providing continuous status reports to business owners and investors. Proven
track record of achieving construction goals and consistently completing projects on time and budget",CONSTRUCTION,other,35.0,1
"TRAINING SPECIALIST - CONSTRUCTION EQUIPMENT       Summary     Experienced Construction Equipment Operator and Carpenter that is hardworking, dependable, and reliable; offering extensive experience with heavy equipment operation. Highly motivated to produce quality work on tight deadlines with safety in mind and to exceed expectations.       Experience     October 2010   to   Current     Company Name   City  ,   State     Training Specialist - Construction Equipment       Serve as a Training Spe",CONSTRUCTION,other,50.0,2
"SHORE SENIOR CONSTRUCTION PIPING ENGINEER           Professional Summary    Mechanical engineer with more than 7 years' experience in construction field of EPC Oil &Gas industries onshore and offshore projects including structural, process piping, underground piping system, flow lines, transmission pipelines, pressure vessels, storage tanks and static/rotating equipment.      Core Qualifications          AutoCAD  Solid Works  Project And Visio  Microsoft PowerPoint  Microsoft Excel  Microsoft Wo",CONSTRUCTION,other,35.0,1
"SAFETY PROFESSIONAL / CONSTRUCTION SUPERVISOR       Summary    Seeking a Purchasing Manager position with a firm in the Western New York vicinity in which I can utilize my 15+ years experience coupled with my B.S. in Business and my A.A.S. in Engineering Technology to contribute to the leadership and growth of the organization.      Highlights          Over 15 years of purchasing, materials management and logistics planning experience. Strong business/commercial experience conducting purchasing ",CONSTRUCTION,other,36.0,1
"LEAD CONSTRUCTION MANAGER / REGIONAL QUALITY MANAGER       Summary     Proactive Project Manager experienced in managing a variety of construction teams and projects. Successful in creating effective communication between personnel, general contractors and the management team.        Highlights          MS Office proficient  Organized and detail-oriented  Superb management skills  Project budgeting  Building codes and regulations  Permit processing  Safe job site set-up      Blueprint fluency  P",CONSTRUCTION,other,40.0,1
"COMMERCIAL PROJECT MANAGER AND CONSTRUCTION MANAGER           Summary     Tech-savvy Project Manager well-versed in all aspects of project management from inception to completion. Excels in recruitment and talent acquisition, as well as process reengineering and improvement.       Highlights          Unsurpassed work ethic  Organized  Detail-oriented  Superb time management skills      Results-oriented  Relationship building  Productivity improvement  Management information systems              ",CONSTRUCTION,other,50.0,2
"NEW CONSTRUCTION / AFE MAINTENANCE MANAGER         Summary    23 years in the Industry, with 18 years of Management / Supervisory experience in Shutdowns, T/A's, and Project related work. Safety statistics for all projects are always at the highest level. Proven track record as Manager / Supervisor managing a variety of construction teams and projects with a <0.5 trir.="""" my="""" experience is="""" within all="""" complexes of="""" the="""" benicia="""" refinery.="""" extensive="""" background="""" in="""" many="""" ",CONSTRUCTION,other,42.0,1
"FACILITIES DESIGN AND CONSTRUCTION PROJECT MANAGER       Summary    Having worked as the Construction Project Manager for diverse healthcare construction projects with budgets over $20 million, I am confident that I would make a valuable addition to your team. I have proven success delivering projects that stay within scheduled time frames and budget constraints. In addition to my professional experience, I bring with me extensive education, including Project Management Professional (PMP) Certif",CONSTRUCTION,other,40.0,1
"LABOER FLOOR CONSTRUCTION WORKER (ALL A ROUND)         Experience      Laboer Floor Construction Worker (all a round)  ,   06/2015   to   11/2016    Company Name   －   City  ,   State       Cleaned all construction areas to avoid hazards.  Assisted skilled workers with construction projects in all phases of rough and finish carpentry.  Extensively trained in plumbing, carpentry, painting, plastering, machine servicing and installation.  Built and disassembled scaffolds, bracing and barricades.  ",CONSTRUCTION,other,42.0,1
"CONSTRUCTION EQUIPMENT REPAIRER/ SHOP FOREMAN/ SQUAD LEADER           Summary      Maurice Madison, a United States Army veteran, offers expertise in property accountability, logistics and configuration management.  Highly motivated, with  Technical and Mechanical Engineering Support professional. Strong verbal, listening and writing skills. Comfortable in interacting with all levels of the organization and public. Able to negotiate and problem solve quickly, accurately, and efficiently. Adept a",CONSTRUCTION,other,35.0,1
"SENIOR CONSTRUCTION & SAFETY PROJECT MANAGER       Summary    To obtain a project management, sales / marketing, construction management position where I can fully utilize my education, training and experience while making a significant contribution to the success of my employer. Result oriented professional with over 30 years in construction management, highly developed oral and written communication skills, and a progressive track record of success. Proven ability and effectiveness in construc",CONSTRUCTION,other,34.0,1
"CONSTRUCTION MANAGER / PROJECT COORDINATOR / INSPECTOR       Summary    To demonstrate my architectural and construction management skills, which will help contribute to an
organization's success.      Skills        Paradox, Microsoft Office Suite            Work History            Company Name                      Company Name                Experience     01/1995   to   01/2001     Construction Manager / Project Coordinator / Inspector    Company Name   －   City  ,   State      Maintained mana",CONSTRUCTION,other,41.0,1
"SENIOR FACILITIES AND CONSTRUCTION PROJECT MANAGER       Summary    Thirty years experience as Manager and Director of Facilities, Project and Construction Management in various challenging environments; twenty two in Higher Education.
*Successful at managing Facilities, Ops & Systems, M&O and Capital Budgets, Assets, Staffing and Bargaining Agreements.
*Responsible for 600 acres of property, 150 buildings, 60 Union skilled technical & maintenance staff, budget managers, construction & maintenan",CONSTRUCTION,other,52.0,2
"ADMINISTRATIVE ASSOCIATE II, CONSTRUCTION MANAGEMENT DEPARTMENT       Professional Overview     Committed and motivated Administrative Assistant with exceptional customer service and decision making skills. Strong work ethic, professional demeanor and great initiative.            Summary of Skills          Professional verbal and written communication  Type 80+ wpm   Strong analytical and organizational skills  Excellent interpersonal skills  Professional phone manner and office etiquette  Sched",CONSTRUCTION,other,34.0,1
"ASSISTANT PROJECT MANAGER/DESIGN BUILD CONSTRUCTION COORDINATOR       Summary     Highly motivated Civil Engineer with 16 years of experience working for one of North America's largest and most respected construction and engineering organizations with revenues of more than $11 billion and consistently ranking among the top five contractors by Engineering News-Record.   My experience with Kiewit has prepared me to successfully plan and execute projects while promoting safety, quality, schedule, a",CONSTRUCTION,other,41.0,1
"DIRECTOR FACILITIES PLANNING, DESIGN AND CONSTRUCTION       Executive Profile     A leader working in a large integrated academic medical center (www.uwhealth.org) focused on integrated business planning and facility design and development driven by operational improvement and teamwork.  Experienced in all aspects of facility support and construction.       Skill Highlights          Health care business planning  Experience in all aspects of health care support services  Team leader in process i",CONSTRUCTION,other,45.0,1
"STAFF SERGEANT (E-5), PAVEMENT & CONSTRUCTION EQUIPMENT CRAFTSMAN       Summary     Solutions-focused, versatile management professional veteran offering a comprehensive background supporting U.S. military operations in roles of increasing responsibility during a 8-year career in the United States Air Force.  Effective communicator who quickly masters new roles and technologies to achieve positive results.            Experience      Staff Sergeant (E-5), Pavement & Construction Equipment Craftsm",CONSTRUCTION,other,47.0,1
LOAN ASSISTANT/COMMERCIAL & CONSTRUCTION REAL ESTATE/SMALL BUSINESS LOANS       Summary    To obtain a position in the Banking/Lending field with an emphasis on customer service where I can provide added value to the company and its clients while at the same time seeking challenges to gain more knowledge and experience to further my career. 22+ years of experience in customer service 13 years of experience in Commercial Real Estate lending 7 years of experience working with distressed/workout lo,CONSTRUCTION,other,37.0,1
"CONSTRUCTION AND SITE MANAGER / SITE EXECUTION COORDINATOR       Summary    Registered Professional Engineer with extensive experience in global project and construction management.  Team player adept at building relationships and communicating with multi-national project personnel, contractors, management, and other stakeholders.  Resourceful problem solver capable of making sound decisions under pressure.  Self-starter skilled in guiding challenging, high-workload projects from inception to tu",CONSTRUCTION,other,62.0,2
"INTERNATIONAL CODE COUNCIL (ICC) SPECIAL INSPECTOR AND CONSTRUCTION MATERIALS TECHNICIAN (CMT)       Objective    My objective is to obtain and secure a meaningful position integrating my skills with the expertise of my co-workers, resulting in a successful service provided to the client.  Additionally, I am eager to gain knowledge through my own hard work and the tutelage of my superiors to earn advancement within the organization.      Skills          Proficient in Microsoft Windows, Word, Exc",CONSTRUCTION,other,30.0,1
"PERSONAL ASSISTANT/INTERN TO DEPUTY MINISTER OF CONSTRUCTION AND HOUSING- SIERRA, E. A.         Summary     Executive administrative support professional offering versatile office management, planning and research skills. Committed to quality performance, cognitive thinking and management of organizational goals.   Seeking a position of Development or Executive Assistant where my skills in identifying project strategies and locations are utilized for mutual growth and success. Particularly wish ",CONSTRUCTION,other,38.0,1
"PROJECT MANGER/LEAD SUPER         Professional Summary     Profile: A proven track record of over 21 years of experience as a General Construction Project Manager. Across extensive career, have directed & organized multi-million dollar Construction projects and renovations, optimized operations/profits for full scale projects, and overseen multi-trade Construction teams. I have a broad repertoire of skills in project management, estimating, planning, complex data & profit analysis, resourcing, o",CONSTRUCTION,other,50.0,2
"OWNER/PROJECT MANAGER       Executive Summary    Experienced Wireless Professional with over 10 years of Construction and Project management background in mods, upgrades, NSB and working with multiple carriers.
	*	Familiar with all aspects of construction from SOW, BOM, redlining, Site acquisition/NTP process, quality inspection, Vendor/contractor management and tracking.
	*	Strong understanding of GSM, UMTS LTE technologies.      Professional Experience      Owner/Project Manager     08/2013   ",CONSTRUCTION,other,19.0,0
"REGIONAL SCHEDULE MANAGER           Summary     Mr. Ginder has been working in the heavy civil construction industry for nearly 20 years.  He has been working primarily as a Primavera scheduler since 2006.  The range of the projects vary between less than $5 million railroad projects to over $1.3 billion light rail projects.  The type of projects range from railroads, mass transit light rail systems, interstate highway projects, and marine bridge projects.       Highlights          Primavera 6 u",CONSTRUCTION,other,28.0,0
"CARPENTER       Summary    Carpenter Foreman Position where I can effectively utilize my expertise and skills.      Highlights          Thorough knowledge of safety practices and occupational hazards related to construction work.  Solid understanding of supervising, planning, delegating, and performing tasks  Remarkable ability to comprehend, blueprints, drawings and sketches  Certified rigger and signal person  Proficient with welding and cutting  Experienced equipment operator; skid steer, fro",CONSTRUCTION,other,29.0,0
"SUPERINTENDANT           Summary    Energetic Construction Manager consistently involved in all facets of construction.
Specialty in commercial interior renovation and some residential experience, as well as
experience with permits.       Highlights          
		
	
	
		
			
				
					
						Permit processing  Site safety coordinator  
Safe job site set-up  
Blueprint fluency
  Power and hand tool operation
  MS Office proficient
  Organized and detail-oriented
  Superb management skills        
	",CONSTRUCTION,other,25.0,0
"REGIONAL DEVELOPMENT MANAGER         Summary    Be a strategic leader of an organization, utilizing creativity, innovation, experience, technical education, people skills and business relationships to inspire the will to win through the development of best in class people that deliver best in class results        Experience      Company Name    City  ,   State    Regional Development Manager   01/2003   to   Current       Real Estate COO, Head of North America Real Estate Operations; Accountable",CONSTRUCTION,other,52.0,2
CARPENTER APPRENTICE         Professional Summary     Former construction and carpentry worker committed to high-quality workmanship and safe environments. Over 4 years of hands-on experience working with remodeling projects in residential and commercial construction. Dedicated work ethic and exceptional attendance record. I am motivated to learn new trades and skills. Interested in growing career and fostering leadership capabilities. Professional Construction Laborer with excellent interperson,CONSTRUCTION,other,44.0,1
"DRIVER/MANAGER         Professional Summary    4 years of total customer service and physical labor. Great time management and interpersonal skills. The perfect team player and top of the line customer service. I'm looking to fill a position where I can not only sharpen my skills in the work place, but also contribute to any business to help it grow more.        Experience      Driver/Manager  ,   06/2015   to   10/2015    Company Name   -   City  ,   State      Loading and unloading truck at wa",CONSTRUCTION,other,29.0,0
"CAR SALESMAN             Summary of Skills          Administration and Management  Customer and Personal Service  Judgment and Decision Making  Negotiation  Sales and Marketing  Building and Construction  Operation and Control                Professional Experience      Car Salesman    February 2015   to   May 2016     Company Name   －   City  ,   State      Determine goods and services to be sold, and set prices and credit terms, based on forecasts of customer demand.  Locate, select, and procu",CONSTRUCTION,other,21.0,0
"DIRECTOR OF DEVELOPMENT       Professional Summary    Real Estate / Development / Construction Executive
Versatile executive with 38 years experience in the real estate and construction industries possessing a combination of hands on technical experience coupled with strong organizational and leadership skills to manage project teams from concept to completion. Honest and thoughtful style results in loyal teams that work toward a common goal. Strategic thinker and planner with analytical skills ",CONSTRUCTION,other,50.0,2
"CAD/GIS DESIGN SPECIALIST       Summary     A diverse Construction Superintendent/Project Manager with 20+ years of experience in construction project management, construction supervision, building/construction inspection, drafting and surveying.  Accomplished in new and remodel of commercial, residential, multi-family, utilities and heavy civil construction. Team player and problem solver with excellent communication and versatility that will be beneficial and profitable to operations.       Hi",CONSTRUCTION,other,23.0,0
SENIOR RESIDENT INSPECTOR           Summary     Dependable and hard-working Senior Transportation Construction Inspector with more than 20 years of experience in the transportation construction industry. Thrives in a fast-paced environment and works to complete projects quickly and efficiently.       Highlights          Exceptional problem solver  Organized and detail-oriented    Advanced critical thinking  Strong communication skills  MS Office proficient   Proficient in E-Builder Software  Sup,CONSTRUCTION,other,35.0,1
"LICENSE CONTRACTOR           Summary     Detail-oriented specializing in Residential and Commercial construction with sales and  professional development experience with more than 30 years of expertise in all facets of the construction industry. Verifiable  track record for successful completion of multi-million dollar projects that consist of high rises located in the Las Vegas and Chicago downtown areas through coordinating trades, developing partnerships, and building positive rapport with ar",CONSTRUCTION,other,37.0,1
"ASSISTANT PROJECT MANAGER         Professional Summary     Confident Assistant Project Manager with demonstrated skills in many applicable construction management fields and stakeholder communication. Highly effective at tackling multiple tasks at once and working with lots of different personalities. Seeking similar position with driven, competitive and established company.       Skills          Scheduling of meetings  Client interfacing  Commercial construction  Residential construction  Effec",CONSTRUCTION,other,30.0,1
GARDEN ASSOCIATE       Summary     Dedicated Customer Service Representative motivated to maintain customer satisfaction and contribute to company success.            Highlights          Exceptional customer service  Bilingual in [Spanish]  Sales expertise  Reliable      Strong work ethic  Team player  Excellent communication skills  Flexible            Accomplishments     Best Cashier in District award  3 Homer awards received for good customer skills/going above and beyond on basic job expecta,CONSTRUCTION,other,21.0,0
"ELECTRONIC TECHNICIAN II         Profile     To acquire an electronic engineering position in an organization where my productive skills and experience will contribute to the success of that company. Committed, Motivated, Customer-service focused ,Forward-thinking Electronic Engineer with hand-on experience performing quality troubleshooting, electronics system design and development.         Professional Experience     09/2011   to   12/2014     Electronic Technician II    Company Name   －   Ci",CONSTRUCTION,other,26.0,0
"SENIOR PROJECT MANAGER       Professional Summary     Ambitious Construction Executive experienced in commercial construction with over 30+ years of experience. Proactive, resourceful and hardworking with strong follow-through. Excellent problem-solving and time management abilities.       Skills          Advanced problem solving  Project planning and development  Finance and accounting  Employee relations      Team building   Negotiations expert  Strategic planning  Contract review and recommen",CONSTRUCTION,other,45.0,1
"CUSTOMER SERVICE REPRESENTATIVE          PRESENT           Accomplishments      ADOT Highway plans reading
ADOT Pen Computer System Training
ATTI Field Asphalt, Soil/Agg.  14135F ACT
Building Performance Institute, Build[nc Analyst Professional
Troxler Nuclear Gauge Safety Training, Class #0110486
8 hour Refresher OSHA hazmat training Cert.  40 hour OSHA training Cert.  Life and Health Insurance, DOI#642125.        Experience      Company Name   －   City  ,   State    Customer Service Representa",CONSTRUCTION,other,31.0,1
"OWNER/ FABRICATOR/ WELDER           Experience      Owner/ Fabricator/ Welder    October 2017   to   Current     Company Name   －   City  ,   State      Design, Plan, Construct, and market various type of welding projects for purchase such as Gate, Panels, Cattle Guards, Horse shoe art, and Home Décor.  Furniture and Antique restoration.  Farm equipment repair.  Mobile welding.          Heavy Equipment Operator    August 2017   to   October 2017     Company Name   －   City  ,   State      Operat",CONSTRUCTION,other,27.0,0
"PROJECT ENGINEER & PROJECT MANAGER           Summary    I have a Construction Project Manager and Engineer with over 20 years of experience, including recent projects in commercial and multi residential. Expert at problem-resolution and planning and managing projects from inception through completion.  I am experienced in supervising all levels of technicians, engineers, and craft and in building relationships with international teams of managers and staff. I have an excellent oral and written c",CONSTRUCTION,other,55.0,2
"QA / QC MANAGER       Summary    QA / QC Manager Qualification Highlights
Current Certifications
Job	
21 years' experience in the Oil and Gas Industry, Specializing in Repair/Maintenance and New Construction of Above Ground storage tanks, with 6 years in the QA / QC field.      Highlights        Microsoft Word, Excel, Weld Pro, Auto-Cad
	Matt Halderman- 1              Experience     01/2011   to   11/2016            01/2005   to   01/2008     QA / QC Manager      Creates, maintains and establish",CONSTRUCTION,other,26.0,0
"ASSISTANT MANAGER/ SALES AND RELOCATION SPECIALIST       Summary     I have been working professionally in the field of multi-family housing communities for over two years. My day to day duties are in sales and relocation assistance, taking tours, helping with resident and client issues, many administrative and office tasks, and processing of monies, following up with leads, scheduling vendors for maintenance issues, ordering supplies, data collection and weekly reports for our owners, and appoi",CONSTRUCTION,other,33.0,1
DIRECTOR OF PIPELINE OPERATIONS       Executive Profile     Innovative executive operations director with solid experience managing all levels of multiple projects including budgeting and administration       Skill Highlights          Project Management and Planning  Leadership/Communication skills  Business Operations Organization  Budget Administration  Negotiations   Public Relations  Quality Control      Project Development  Change Implementation  Project Estimating  New Business Development,CONSTRUCTION,other,56.0,2
"AREA MANAGER       Professional Summary      Project Manager and Operations Manager with a proven record of success in overseeing all phases of multi-million-dollar construction and infrastructure projects for government and private-sector clients.   Experience includes: managing crews for utility infrastructure construction and improvements, preparing proposals, managing day-to-day business operations, leading in project risk management, and maintaining OSHA safety compliance standards.   Stron",CONSTRUCTION,other,50.0,2
SAFETY MANAGER           Summary     Safety Manager with 16 years construction management experience.  He is responsible for the safety compliance of the project and all sub-contractors.  He brings extensive experience in various types of construction projects and is currently serving as a Safety Manager on a power delivery project in Southeast Texas. He has also served as the Environmental Compliance Manager on a USAID funded project overseas and has proven leadership abilities while serving mu,CONSTRUCTION,other,34.0,1
LABORER       Summary    To utilize the knowledge and experience to obtain a management level position in an organization; leveraging my abilities to increase the success of the organization that in return allows advancement and personal achievement.      Highlights          Dependable and reliable worker  Ability to assess and solve problems quickly  Extensive experience with project management  Self-Starter and able to maintain motivation with little/no supervision  Works well as team lead or ,CONSTRUCTION,other,28.0,0
"PHYSICAL THERAPIST TECHNICIAN       Education          Glencoe High School 2002-2006  Gadsden State Community College              Skills     Customer satisfaction, Software:Word Outlook, Word, AS400, Knowledge of medical equipment, Physical therapy, Advanced problem-solving, Enthusiastic people person, Great organizational skills, Multi-task management.       Experience     01/2010   -   Current     Company Name   －   City  ,   State    Physical Therapist Technician        Assist physical thera",CONSTRUCTION,other,24.0,0
"ADMINISTRATIVE ASSISTANT       Professional Summary     Highly motivated and enthusiastic individual with multiple years experience in both fast-paced office settings and on-site construction settings. Resourceful, professional, hardworking team player offering expertise in various fields such as customer service, sales, clerical support, office management, data entry, project management, inventory allocation, general construction labor, painting, residential cleaning, general landscaping, custo",CONSTRUCTION,other,42.0,1
"CONCRETE LABORER/FINISHER/OPERATOR       Professional Summary     Versatile Concrete Laborer accustomed to working in various environments and taking on multiple tasks. Exceptional work ethic, stamina and reliability. Offering many years history of construction experience, excellent attendance record and reputation for reliability. Hardworking Concrete Laborer adept at completing tasks quickly and correctly to maximize team productivity and job efficiency. Knowledgeable about mixing, pouring and",CONSTRUCTION,other,45.0,1
"HYDROBLASTING TECHNICIAN 1         Career Objective    An enthusiastic, team oriented and polished professional seeking employment with a company that values a proactive attitude
and solid ambition. I am seeking a rewarding career allowing me to contribute to the growth of the
company by increasing productivity and ensuring employer's key objectives are met.      Summary of Skills          Carpentry  Building Maintenance  Environmental Coordination  Adherence with all Safety Regulations      Exc",CONSTRUCTION,other,28.0,0
"UTILITY ENGINEER       Profile    Detail oriented and motivated Chemical Engineer with strong research, analytical and problem solving skills seeks a position in the industry. Team player with proven strengths in customer relationship management, leadership, and communications skills. Demonstrated ability to multitask, and work under pressure to meet critical deadlines. Fluent Hindi-Urdu, English      Areas of Expertise        Site Manager, Gamry VistaShield, and Microsoft Office
Design Software",CONSTRUCTION,other,34.0,1
"PUBLIC RELATIONS LIAISON/SALES REPRESENTATIVE       Professional Summary     Driven and compassionate healthcare professional with 15 years hands-on experience in fast-paced corporate, medical facilities and hospital environments. Versed in Employee Management and Leadership, Public Relations, Event Coordination and Management, Sales and Marketing, Account Management, Business Relations, Office Management, Database Management, Public Speaking, Human Resources Professional and Customer Service.  ",PUBLIC-RELATIONS,business,28.0,0
"PUBLIC RELATIONS DIRECTOR               Experience      Public Relations Director     Company Name   －   City  ,   State      Developed a media plan for 4 company divisions Developed and fostered relationships between the media and division heads Created and distributed press releases for 4 company divisions Significantly increased visibility for 3 of 4 divisions Promoted company in 3 leading publications that had not previously published articles about CadmusCom.          Polo Specialist     Co",PUBLIC-RELATIONS,business,37.0,1
"PUBLIC RELATIONS INTERN           Summary     Ambitious, service-driven  student , looking to apply my education and experience to a job in Sports Management. Areas of proficiency include  communication skills, people skills  and a        Skills          Strong work ethic  Self-motivated  Data analysis       Empathetic listener  Communication skills  Foreign Language             Experience      Public Relations Intern    May 2017   to   August 2017     Company Name   －   City  ,   State         ",PUBLIC-RELATIONS,business,45.0,1
"PUBLIC RELATIONS EXECUTIVE       Professional Summary    A highly skilled public relations, communications and special events executive with 15 +years of public relations, business development and operations experience. She has strong strategic thinking and planning skills; able to achieve goals with high efficiency and within tight parameters. Outstanding interpersonal management skills; establishes rapport and credibility quickly. Ms. Alexander has excellent team and project leadership qualiti",PUBLIC-RELATIONS,business,46.0,1
"PUBLIC RELATIONS ASSISTANT           Professional Summary    My past experiences in academic and employment settings have developed the traits necessary for me to become an important team member in your organization. I am seeking a position that affords skill development and career advancement. I consider myself to be an excellent communicator, while being a creative thinker and a strong problem solver.      Core Qualifications        Public Relations, Marketing, Event Planning and Social Media ",PUBLIC-RELATIONS,business,26.0,0
"PUBLIC RELATIONS OFFICER       Executive Summary    Highly talented professional with more than ten years in accounting and supply operations acquired in the United States Navy, United States Army, and corporate environments.
Practiced in sophisticated inventorymanagementprograms.
Trilingual - English, Wafi and Igbo - Global understanding of world politics.      Core Qualifications          Operations management  Staff development  Inventory control  Staff development  Change management  Compens",PUBLIC-RELATIONS,business,39.0,1
"PUBLIC RELATIONS OFFICER/ VICE-PRESIDENT       Summary    Well-endowed in taking on leadership positions, both inside my area of specialties and outside Delight in and highly adaptive to changing environments of both work and pace. Stemming from 4+ years of educational leadership and customer service I am well versed in communicating and working with others to in collaborative situation to find a solution to a problem, but can also work confidently and efficiently independently. Always looking t",PUBLIC-RELATIONS,business,34.0,1
"PUBLIC RELATIONS MANAGER       Summary     A growing professional who blends academic training in recreation and sports management with hands on experience in operations, communications, media, and public relations. With a diverse background in the sports and event industry, I have gained an appreciation of what it means to work hard, manage time and roll with the punches. As a creative and logical hybrid, I tackle every opportunity with enthusiasm and determination and am always looking for a c",PUBLIC-RELATIONS,business,39.0,1
"PUBLIC RELATIONS SPECIALIST         Professional Summary     Public relations and communications specialist adept at media relations, special events coordination, issues management and community relations.       Skills          Deadline-oriented  Strong creative vision  Event planning  Strong communication skills  Media relations  Communications management      Natural leader  Creative writing  Diversity trainer  Strategy development  Public Relations  Information gathering            Work Histo",PUBLIC-RELATIONS,business,41.0,1
"PUBLIC RELATIONS DIRECTOR         Summary     Talented PR professional with 11 years' expertise developing and executing all aspects of public outreach campaigns to increase media exposure and support strategic marketing initiatives. Proven creative talent with demonstrated strength in media production, messaging, communications and dissemination techniques and methods.  Deep understanding of media relations; accomplished track record of securing live television and on-site press coverage.      ",PUBLIC-RELATIONS,business,47.0,1
"PUBLIC RELATIONS SPECIALIST           Summary     Dedicated Communication Specialist with extensive experience in media relations and special event planning. Areas of expertise include writing for many audiences, public policy analysis and managing multiple priorities.        Highlights         Superb writer and editor  Trained in media relations and crisis communication  Print and electronic media  Deadline-driven  Exceptional problem solver  Compelling public speaker  Exceptional writing skill",PUBLIC-RELATIONS,business,42.0,1
"D  R     Daiana    Rocha       Summary     Public Relations Specialist knowledgeable on planning, creating and implementing campaign strategies and media relations placement. Forward-thinking professional, offering a solid history of success in branding and social media management across Corporate and Public industries. Talented leader with excellent judgment, intuition and decision-making abilities. Recognized as a focused, hardworking and successful professional with a demonstrated history in ",PUBLIC-RELATIONS,business,44.0,1
"PUBLIC RELATIONS INTERN       Summary    Team leader and developer with over five years' experience in management, sales, customer service and achieving positive outcomes as a result of integrity, hard work, and innovative thinking. Highlights of qualifications include: Professional experience serving on teams receiving regional and national recognition for excellence. Proven leadership and motivation ability through management and volunteer roles. Strong verbal and written communication skills.",PUBLIC-RELATIONS,business,59.0,2
"PUBLIC RELATIONS CONSULTANT           Summary     Experienced public relations, sales and marketing professional with expertise in the technology, financial, consumer and healthcare industries.       Highlights          Global marketing  Account management  Direct marketing campaigns  Public relations expert  Quality leadership       Multi Task Abilities  Proven Sales Success  Start-up background  Deadline-driven  Microsoft Office Suite expert            Experience      Public Relations Consulta",PUBLIC-RELATIONS,business,52.0,2
"PUBLIC RELATIONS MANAGER       Summary    Interpersonal skills, public relations.... blabla        Experience      Public Relations Manager     May 2009   to   Mar 2012      Company Name   －   City  ,   State     Organizing events for the employees (celebrations, trainings, meetings) Promoting Internships : Internal and External communication Officer at La Poste regional Direction in Marseille, from June to December 2008 : Organizing events for the employees (celebrations, trainings, meetings) P",PUBLIC-RELATIONS,business,34.0,1
"DIRECTOR OF PUBLIC RELATIONS       Executive Profile    Centene MARCOM resources and Development, promotion and personnel across Centene Health Plans implementation of statewide initiatives and Specialty Companies for various organizations Design and Printing Oversight: Design, Community Relations Expertise, review and revise collateral materials for including outreach event management, various organizations and audiences, healthcare education programming and ensure appropriateness of content, i",PUBLIC-RELATIONS,business,45.0,1
"PUBLIC RELATIONS MANAGER         Summary    I am a seasoned professional with 30 years of experience in communications, public relations, event planning and media relations. I have extensive knowledge of marketing campaigns, sales, messaging, and dissemination techniques and methods.    I am an award-winning writer and editor with multimedia production experience who communicates effectively with target audiences through strategic brand management and PR campaigns. Core Competencies Project mana",PUBLIC-RELATIONS,business,38.0,1
"INDEPENDENT PUBLIC RELATIONS CONSULTANT           Executive Profile     Accomplished professional with demonstrated ability to deliver strategic internal and external communications. Experienced in hospitality industry. Highly-skilled in event creation, oversight and management, as well as all aspects of media relations.       Skill Highlights          Exceptional leadership/communication skills	Creative pitching  Promotional campaigns		Experienced spokesperson      Event management	Internationa",PUBLIC-RELATIONS,business,48.0,1
"PUBLIC RELATIONS MANAGER       Summary     PR/Media Relations professional skilled at delivering sharply focused, high-impact for corporate, government, and not-for-profit organizations that generate measurable results.   Strategic thinker who understands big-picture business goals, develops program strategies/tactics, and exceeds expectations.       Highlights           Brand Positioning  Messaging Strategy  Writing & Editing  Media Outreach  Project Management        Crisis Management  Executi",PUBLIC-RELATIONS,business,47.0,1
"PUBLIC RELATIONS ACCOUNT COORDINATOR       Summary     Public relations professional possessing excellent project management, leadership and event planning skills with a strong background in brand building public relations.        Highlights          Relationship building expert  Deadline-driven  Exceptional writer  Exceptional multi-tasker      Proficient in Adobe Creative Suite  Organized and efficient  WordPress  Proficient in Adobe Creative Suite             Experience      Public Relations ",PUBLIC-RELATIONS,business,35.0,1
"PUBLIC RELATIONS SPECIALIST            https://chelseapensapiece.wordpress.com/         Professional Summary     Highly ambitious communications professional, excellent at juggling multiple tasks and working under pressure. Broad experience across military, healthcare, and engineering industries.       Skills          Media Relations  Media Communications  Digital Marketing  Research  Strategic Planning      Social media  Social Media Analysis  Content Management Systems  Strong verbal communica",PUBLIC-RELATIONS,business,44.0,1
"PUBLIC RELATIONS MANAGER         Summary       [Job Title]  bringing expertise in listed equity and index options as well as extensive experience with regulatory inquiries and examinations, retail and professional trading practices and back-office functions.     Diligent and driven  [Job Title]  who has achieved success in a variety of roles with increasing levels of responsibility. An effective communicator and team-builder with strong analytical, management and organizational skills.      [Job",PUBLIC-RELATIONS,business,55.0,2
